denominazione_regione,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20
Lombardia,19.0,6.0,0.0,16.0,6.0,33.0,26.0,21.0,40.0,42.0,35.0,65.0,50.0,40.0,41.0,26.0,94.0,45.0,45.0,82.0,35.0,56.0,56.0,45.0,82.0,44.0,43.0,49.0,41.0,11.0,42.0,27.0,29.0,27.0,9.0,2.0,-6.0,18.0,9.0,30.0,-55.0,-9.0,26.0,-38.0,-48.0,-21.0,-34.0,-28.0,2.0,-33.0,-21.0,-48.0,-42.0,-61.0,-24.0,-25.0,-21.0
